battle,win,player_wr,allies_wr,enemies_wr
876,0,0.522990871,0.484833355,0.518516208
877,0,0.563033917,0.51307485,0.481853557
878,1,0.563033917,0.469399136,0.504966426
879,1,0.522990871,0.542528567,0.454051458
882,1,0.563033917,0.458789129,0.477589352
884,1,0.563033917,0.568877509,0.466846173
886,1,0.563033917,0.481027956,0.473890454
890,0,0.563033917,0.475343975,0.507663897
891,0,0.563033917,0.492477054,0.50431076
892,0,0.563033917,0.505203685,0.496055469
894,0,0.563033917,0.502959166,0.505394979
897,1,0.69889065,0.512848538,0.492541172
909,1,0.464615201,0.493427201,0.514294228
920,1,0.456777778,0.505975693,0.473904455
924,1,0.620577591,0.50822673,0.522927931
939,1,0.69889065,0.497387408,0.545393128
940,1,0.514803899,0.526054677,0.477053266
941,1,0.514803899,0.558518132,0.49943267
943,1,0.514803899,0.537570179,0.507801261
944,0,0.514803899,0.498559773,0.512096588
945,1,0.514803899,0.527579543,0.513103506
952,1,0.464615201,0.481587863,0.483757933
955,1,0.597746967,0.484505283,0.515744819
962,0,0.588371443,0.454053187,0.497649659
963,1,0.588371443,0.536877639,0.513633339
964,1,0.588371443,0.515380475,0.529302473
965,1,0.522990871,0.504208615,0.512034026
966,1,0.588371443,0.465187466,0.492957784
968,0,0.522990871,0.494319894,0.512864235
969,1,0.588371443,0.521419318,0.493086459
970,0,0.588371443,0.554034561,0.534010187
971,0,0.522990871,0.496524653,0.52031095
972,0,0.588371443,0.509570561,0.498060777
973,1,0.588371443,0.533987695,0.512543108
975,0,0.588371443,0.488890862,0.486429715
976,0,0.588371443,0.476522204,0.517596558
978,1,0.588371443,0.501439283,0.476000848
980,0,0.464615201,0.514393149,0.510084502
986,1,0.597746967,0.476166337,0.556087037
988,1,0.597746967,0.532370298,0.493887537
989,0,0.522990871,0.509955264,0.52541952
991,1,0.522990871,0.563036203,0.509079029
992,0,0.597746967,0.523751971,0.489542509
993,0,0.522990871,0.528862485,0.495056379
996,0,0.597746967,0.462938551,0.49336861
997,0,0.522990871,0.540467844,0.494075712
1001,1,0.597746967,0.52636944,0.48146025
1002,0,0.522990871,0.472204932,0.488150426
1003,1,0.603666804,0.476316092,0.526379819
1004,0,0.522990871,0.485270089,0.520943048
1006,0,0.522990871,0.515087196,0.486628384
1007,1,0.597746967,0.487901817,0.529853796
1009,1,0.522990871,0.528469174,0.490467738
1010,1,0.597746967,0.511621504,0.501442389
1011,0,0.597746967,0.474962623,0.495534565
1026,0,0.620577591,0.471053435,0.490897322
1031,1,0.612155901,0.501450492,0.489312606
1032,1,0.612155901,0.498768817,0.535673734
1033,1,0.612155901,0.491079225,0.504109965
1034,1,0.464615201,0.514220815,0.477884622
1035,1,0.612155901,0.498179624,0.499010657
1036,1,0.612155901,0.458509312,0.486429591
1037,0,0.612155901,0.494893789,0.555239686
1038,1,0.514803899,0.516080922,0.542111561
1039,1,0.612155901,0.520693709,0.489144349
1040,0,0.69889065,0.437208059,0.495303954
1041,0,0.514803899,0.444987868,0.50306935
1042,0,0.612155901,0.496197625,0.515805967
1044,1,0.464615201,0.460463054,0.475330125
1045,1,0.610879332,0.509655175,0.455616379
1047,0,0.610879332,0.462313321,0.482734946
1048,1,0.610879332,0.485234903,0.458467845
1049,1,0.610879332,0.507796954,0.484359647
1050,1,0.610879332,0.518940673,0.515951239
1051,1,0.610879332,0.491377815,0.51350569
1052,1,0.610879332,0.485917744,0.494273568
1053,0,0.610879332,0.501118565,0.50334535
1054,0,0.610879332,0.482402635,0.496991131
1056,1,0.610879332,0.522279027,0.505304537
1057,1,0.514803899,0.499875527,0.495022207
1059,1,0.610879332,0.481481266,0.461962362
1060,1,0.610879332,0.506936996,0.486933918
1061,0,0.610879332,0.45578793,0.514225759
1063,1,0.610879332,0.453165009,0.456020243
1064,1,0.612155901,0.495833729,0.517881975
1065,1,0.612155901,0.511603467,0.486131454
1066,1,0.612155901,0.473738251,0.488959754
1068,1,0.612155901,0.517183923,0.495514845
1069,0,0.612155901,0.579116414,0.524170037
1070,1,0.612155901,0.479207058,0.456653636
1071,1,0.612155901,0.524212428,0.476788158
1072,1,0.564281981,0.503557166,0.468796448
1073,0,0.564281981,0.47890106,0.513547258
1074,1,0.564281981,0.487376816,0.507446012
1076,1,0.564281981,0.504469747,0.474382718
1077,1,0.564281981,0.479980688,0.47009585
1078,0,0.514803899,0.489667146,0.46884321
1079,1,0.564281981,0.577430687,0.498914905
1082,1,0.514803899,0.477245896,0.482285916
1083,1,0.564281981,0.52237497,0.538904182
1086,1,0.564281981,0.472928104,0.471609973
1087,1,0.564281981,0.526949641,0.490167143
1089,0,0.564281981,0.468502394,0.501921885
1091,1,0.612155901,0.512954971,0.475354849
1092,1,0.514803899,0.501018415,0.47839563
1094,0,0.612155901,0.487484415,0.521441279
1095,1,0.612155901,0.490913825,0.53372379
1096,1,0.612155901,0.494886061,0.50649469
1099,1,0.514803899,0.515541712,0.463461049
1101,1,0.514803899,0.488078036,0.478153947
1102,1,0.69889065,0.48012926,0.51564557
1105,1,0.514803899,0.522622048,0.48040532
1119,0,0.522990871,0.472728918,0.497559861
1120,0,0.522990871,0.464308417,0.473855853
1122,1,0.588371443,0.496939364,0.496440548
1123,1,0.588371443,0.460861813,0.483619587
1124,1,0.588371443,0.548846284,0.480145399
1125,0,0.588371443,0.49322479,0.466859795
1128,1,0.588371443,0.488328076,0.495467721
1129,1,0.588371443,0.539367373,0.481360151
1130,1,0.588371443,0.518246015,0.504149083
1132,1,0.588371443,0.507110256,0.522351507
1161,1,0.456777778,0.519730307,0.504336418
1162,0,0.69889065,0.46582839,0.486874492
1163,1,0.69889065,0.499935713,0.504382152
1164,1,0.69889065,0.465461206,0.485060015
1168,1,0.514803899,0.456677104,0.510820478
1169,1,0.514803899,0.48057416,0.531098872
1171,1,0.514803899,0.513845874,0.498695978
1181,1,0.69889065,0.444934805,0.449326503
1182,1,0.69889065,0.454210094,0.473386153
1183,1,0.588371443,0.520809046,0.488125904
1184,0,0.588371443,0.449277102,0.489879988
1185,1,0.588371443,0.551734625,0.497052043
1186,1,0.588371443,0.482105617,0.497921208
1187,1,0.588371443,0.55673877,0.512298477
1188,0,0.69889065,0.487855347,0.46790036
1189,0,0.522990871,0.492459404,0.454404013
1190,0,0.522990871,0.467855827,0.467079642
1192,1,0.603666804,0.487164708,0.504847124
1193,0,0.522990871,0.504241397,0.520844994
1198,0,0.522990871,0.492600631,0.498206583
1200,1,0.522990871,0.484552024,0.513256776
1202,1,0.563033917,0.530260115,0.482726365
1206,1,0.588371443,0.475855498,0.493491885
1207,1,0.588371443,0.48370233,0.467691847
1208,0,0.588371443,0.481028321,0.490011994
1209,1,0.588371443,0.513283222,0.498424222
1210,0,0.555129613,0.476633734,0.496394232
1211,0,0.555129613,0.478496002,0.485440043
1212,1,0.588371443,0.521870145,0.487768728
1213,0,0.555129613,0.499891542,0.538283986
1214,0,0.555129613,0.496394525,0.543381892
1215,1,0.588371443,0.602209806,0.491844255
1220,0,0.555129613,0.472846353,0.486488141
1221,0,0.555129613,0.5210813,0.486667934
1222,0,0.555129613,0.503204378,0.519675232
1223,0,0.555129613,0.509239298,0.538216582
1239,1,0.70157215,0.500032623,0.503799904
1256,1,0.639495711,0.552076554,0.47199875
1257,0,0.639495711,0.510298456,0.497493619
1258,1,0.639495711,0.544918074,0.51209778
1260,1,0.639495711,0.542274013,0.501507252
1262,0,0.639495711,0.498390957,0.534844013
1263,1,0.639495711,0.50115506,0.549299348
1264,1,0.639495711,0.494635338,0.483872985
1266,1,0.606638862,0.507346168,0.489620413
1267,1,0.467721664,0.507517021,0.52759994
1271,1,0.639495711,0.498164357,0.50641301
1272,1,0.639495711,0.519255811,0.536095881
1273,0,0.639495711,0.467432338,0.51158269
1275,0,0.639495711,0.497009704,0.550048198
1276,1,0.639495711,0.470878116,0.481515152
1277,1,0.639495711,0.512271066,0.5218102
1278,1,0.639495711,0.528043664,0.543820314
1279,0,0.639495711,0.504360987,0.546308034
1280,1,0.639495711,0.502345403,0.519567455
1281,1,0.639495711,0.539376497,0.494663723
1288,1,0.639495711,0.526523632,0.483455346
1289,1,0.639495711,0.570114283,0.507055339
1290,1,0.639495711,0.503278411,0.495514471
1291,1,0.639495711,0.517431328,0.535539077
1292,1,0.70157215,0.48658427,0.454197786
1299,1,0.523065422,0.540411846,0.465273074
1301,0,0.523065422,0.476100405,0.513173013
1303,1,0.523065422,0.49646458,0.468014501
1305,1,0.70157215,0.469064362,0.480528886
1306,1,0.606638862,0.491696658,0.472071637
1307,1,0.639495711,0.497015553,0.486639422
1308,1,0.639495711,0.501622394,0.476362003
1309,1,0.697547159,0.515943379,0.491879395
1310,1,0.639495711,0.544212941,0.541306163
1311,1,0.697547159,0.493648541,0.501809848
1312,1,0.697547159,0.551810746,0.505777664
1313,0,0.639495711,0.529971934,0.503685491
1314,0,0.697547159,0.479194342,0.51181796
1315,1,0.639495711,0.489298022,0.512398894
1316,1,0.697547159,0.467312451,0.51282365
1317,1,0.697547159,0.492197001,0.500464843
1318,0,0.697547159,0.503217045,0.51735104
1319,1,0.697547159,0.519449997,0.484078213
1320,0,0.697547159,0.542635424,0.521428145
1321,1,0.697547159,0.512167218,0.48414572
1322,0,0.697547159,0.54103279,0.517699979
1323,1,0.697547159,0.520225703,0.503295234
1325,1,0.697547159,0.532794388,0.488157125
1326,1,0.697547159,0.509844609,0.469537085
1328,1,0.697547159,0.474579144,0.502997513
1329,1,0.697547159,0.515406813,0.499043054
1330,1,0.697547159,0.469240937,0.494451639
1332,1,0.697547159,0.516384572,0.495112806
1333,1,0.697547159,0.449092176,0.471469377
1334,1,0.639495711,0.621313822,0.522883841
1335,0,0.697547159,0.53774178,0.518547059
1336,1,0.697547159,0.549992893,0.521248638
1337,0,0.697547159,0.482210212,0.528165184
1338,1,0.697547159,0.519091976,0.48812347
1339,1,0.697547159,0.506528328,0.474990571
1340,1,0.606638862,0.500609235,0.512647337
1341,1,0.697547159,0.503130868,0.486962389
1342,1,0.554962932,0.552576282,0.498253152
1343,1,0.697547159,0.530407055,0.512644701
1345,1,0.697547159,0.546892834,0.525668366
1346,1,0.697547159,0.530325381,0.490330983
1347,1,0.697547159,0.531792212,0.573082839
1348,0,0.697547159,0.577921799,0.540689893
1349,1,0.697547159,0.507875855,0.498341607
1350,1,0.697547159,0.501633292,0.492196017
1351,1,0.554962932,0.498718537,0.515354955
1353,0,0.697547159,0.51502458,0.528168763
1354,1,0.554962932,0.520868556,0.476019687
1355,1,0.697547159,0.518947842,0.504112177
1356,1,0.697547159,0.467813021,0.483962543
1357,1,0.697547159,0.512991848,0.460031358
1358,0,0.697547159,0.526200228,0.540593011
1359,1,0.697547159,0.480082208,0.485063798
1360,0,0.697547159,0.490301982,0.516350894
1361,0,0.697547159,0.482258742,0.515363023
1363,1,0.697547159,0.492356665,0.496757062
1364,1,0.697547159,0.488041658,0.492791716
1365,0,0.697547159,0.492512318,0.534876344
1366,0,0.697547159,0.507719692,0.526884944
1367,1,0.697547159,0.527169406,0.53155726
1368,1,0.697547159,0.51152506,0.500607642
1369,1,0.697547159,0.526278477,0.501762766
1374,1,0.467721664,0.476374452,0.472125062
1389,1,0.639495711,0.560613335,0.512051909
1390,0,0.639495711,0.482761761,0.504643086
1391,1,0.639495711,0.479378171,0.477065448
1392,1,0.639495711,0.489454018,0.501385273
1394,1,0.639495711,0.487739703,0.507410885
1395,0,0.639495711,0.469218096,0.511002789
1396,1,0.600706714,0.474500795,0.489468951
1397,1,0.600706714,0.48027072,0.511419453
1419,0,0.467721664,0.504022363,0.513917259
1430,0,0.51802858,0.489072319,0.486995381
1442,0,0.523065422,0.455533221,0.512764294
1443,1,0.523065422,0.461513806,0.485481267
1444,1,0.523065422,0.493869898,0.487859898
1446,1,0.523065422,0.490674985,0.467463928
1454,1,0.588461691,0.465052099,0.464027531
1456,1,0.588461691,0.478066203,0.503111826
1458,0,0.588461691,0.534299238,0.517215527
1459,1,0.588461691,0.474539588,0.483797155
1460,0,0.588461691,0.527819534,0.515542348
1461,1,0.588461691,0.47700067,0.479947443
1462,1,0.588461691,0.537430035,0.486543782
1463,0,0.588461691,0.52279864,0.474075238
1465,1,0.588461691,0.515822483,0.510925916
1466,0,0.588461691,0.510175929,0.494503553
1467,1,0.588461691,0.524772964,0.481109922
1468,1,0.66491569,0.501893943,0.464684927
1469,1,0.588461691,0.469566154,0.499635174
1470,1,0.588461691,0.514154153,0.446535599
1471,0,0.588461691,0.504809628,0.537680328
1472,1,0.588461691,0.524695604,0.494442828
1473,0,0.588461691,0.534268672,0.491421281
1475,0,0.588461691,0.501647262,0.542513227
1476,0,0.588461691,0.487650604,0.572197498
1477,0,0.588461691,0.465542627,0.528765595
1478,1,0.588461691,0.504124229,0.499915795
1480,1,0.588461691,0.497073504,0.487419585
1481,0,0.588461691,0.461064804,0.538624251
1482,1,0.588461691,0.50011535,0.53768807
