player_wr,allies_wr,enemies_wr
0.564777539,0.459769953,0.499025487
0.564777539,0.507599656,0.495977454
0.677128632,0.509609002,0.520268381
0.679150639,0.483981925,0.495307212
0.679150639,0.508000038,0.515747088
0.487913363,0.567085443,0.537349534
0.679150639,0.478523183,0.485673147
0.679150639,0.470022949,0.502429864
0.679150639,0.501267159,0.505479816
0.679150639,0.504617571,0.517804869
0.661587329,0.464216861,0.518424214
0.679150639,0.489183292,0.513233826
0.438034188,0.54230577,0.526566544
0.679150639,0.497410496,0.528968999
0.679150639,0.455211758,0.500797552
0.679150639,0.528991026,0.53298036
0.679150639,0.490047918,0.49341378
0.679150639,0.500122473,0.526497173
0.679150639,0.530622064,0.534883376
0.679150639,0.511561348,0.53350871
0.679150639,0.516859739,0.53503394
0.679150639,0.498378261,0.515634349
0.679150639,0.528276448,0.532740839
0.532939293,0.517548348,0.497054748
0.679150639,0.489556547,0.516202922
0.679150639,0.507864316,0.555082418
0.679150639,0.504736077,0.508118697
0.679150639,0.474660138,0.495687954
0.679150639,0.526478837,0.559289017
0.522256729,0.531481441,0.513656094
0.679150639,0.472092287,0.522163958
0.522256729,0.520947856,0.500881257
0.679150639,0.527410347,0.529977398
0.516266667,0.550765562,0.52146543
0.522256729,0.538064436,0.515181797
0.522256729,0.561747042,0.550593928
0.522256729,0.501468034,0.523932807
0.522256729,0.559859107,0.5527175
0.522256729,0.489470234,0.502902315
0.522256729,0.504398495,0.528777911
0.522256729,0.488047887,0.51796812
0.522256729,0.519111054,0.524438019
0.522256729,0.551383971,0.52820275
0.486440678,0.552880088,0.533502173
0.563081009,0.49029364,0.509632784
0.563081009,0.538107101,0.549594585
0.563081009,0.494555915,0.504909617
0.563081009,0.503063359,0.487030645
0.563081009,0.538555211,0.535495126
0.563081009,0.51582398,0.530941027
0.563081009,0.522329933,0.53324244
0.563081009,0.507274045,0.511158503
0.563081009,0.501065513,0.502742707
0.563081009,0.544377537,0.521152783
0.563081009,0.549633423,0.52894058
0.522256729,0.47715828,0.506342931
0.496160065,0.476053755,0.53762269
0.545232672,0.52924452,0.529593318
0.472280491,0.491371056,0.499957357
0.472280491,0.492169568,0.487823518
0.472280491,0.50307834,0.497465011
0.563106796,0.532088723,0.53177017
0.472280491,0.495139386,0.488955275
0.472280491,0.49861358,0.518369769
0.472280491,0.506612475,0.508042845
0.472280491,0.49190862,0.500729266
0.677128632,0.502049092,0.52180354
0.472280491,0.443994953,0.473381849
0.472280491,0.471802557,0.476516774
0.677128632,0.510935034,0.538372724
0.677128632,0.521717847,0.538704711
0.631169822,0.493346722,0.503825912
0.677128632,0.512342246,0.529393477
0.631169822,0.494302406,0.530391314
0.631169822,0.515728748,0.584998362
0.677128632,0.537014987,0.547429501
0.623878858,0.506200266,0.497999243
0.522256729,0.530489867,0.515307944
0.522256729,0.529009817,0.521320538
0.677128632,0.456766153,0.483310659
0.549227799,0.506163433,0.516679613
0.677128632,0.489658917,0.525950383
0.53482419,0.50319153,0.507085137
0.677128632,0.496466512,0.502813226
0.677128632,0.447525287,0.491559997
0.677128632,0.485056582,0.511884568
0.677128632,0.530640532,0.535514217
0.677128632,0.4776262,0.512848361
0.522256729,0.508367149,0.487362225
0.677128632,0.509541847,0.554573096
0.522256729,0.515249248,0.51770041
0.677128632,0.510813459,0.529117684
0.677128632,0.479148406,0.515526306
0.677128632,0.520657247,0.518680608
0.677128632,0.500402326,0.546471931
0.677128632,0.490116889,0.498009843
0.677128632,0.472750366,0.518992784
0.677128632,0.53327698,0.535481878
0.677128632,0.48253192,0.507214964
0.677128632,0.504009252,0.523986669
0.522256729,0.556504736,0.530387506
0.677128632,0.479813379,0.494936069
0.522256729,0.518379037,0.503649564
0.677128632,0.493902903,0.495419787
0.522256729,0.493142044,0.503169788
0.522256729,0.523653936,0.536542099
0.522256729,0.550837412,0.544420903
0.677128632,0.484710456,0.512377317
0.522256729,0.535406631,0.513493436
0.677128632,0.526038003,0.532884227
0.677128632,0.524808234,0.522329356
0.53482419,0.50276008,0.530081387
0.677128632,0.505862359,0.529989558
0.677128632,0.522263265,0.534678613
0.53482419,0.529167479,0.511762449
0.467210743,0.485705444,0.486802699
0.560316362,0.537060992,0.519795996
0.621184073,0.51953113,0.515909139
0.621184073,0.511676798,0.511539033
0.588504375,0.521185464,0.513052676
0.588504375,0.50197925,0.510605356
0.515986721,0.482384957,0.512699241
0.505481918,0.540896915,0.536243205
0.505481918,0.507338883,0.489225901
0.524368082,0.506006514,0.498516512
0.515986721,0.534995162,0.525968095
0.632680236,0.512401228,0.505893581
0.632680236,0.492286566,0.52292746
0.632680236,0.49561014,0.563403715
0.632680236,0.472948925,0.487722069
0.632680236,0.479692732,0.504574131
0.632680236,0.484081687,0.523521904
0.632680236,0.475574479,0.482886703
0.632680236,0.494872895,0.509273332
0.632680236,0.506778742,0.534917227
0.632680236,0.500105689,0.538187353
0.632680236,0.523520934,0.520477791
0.632680236,0.507468091,0.534041988
0.632680236,0.493641457,0.500332833
0.632680236,0.507295996,0.507096855
0.57480315,0.517766617,0.532340203
0.632680236,0.478613164,0.519965013
0.632680236,0.49912384,0.533777916
0.677128632,0.48485011,0.510909286
0.677128632,0.460113868,0.51262169
0.677128632,0.466205981,0.483761688
0.677128632,0.494285041,0.507237918
0.677128632,0.508897786,0.514706795
0.677128632,0.534931228,0.575597324
0.677128632,0.491372672,0.538242568
0.677128632,0.489055119,0.49495495
0.677128632,0.51286291,0.560364518
0.677128632,0.489608373,0.50706937
0.677128632,0.53868472,0.554081043
0.677128632,0.503818489,0.504033176
0.583927464,0.507602741,0.536831865
0.677128632,0.467552697,0.518415709
0.677128632,0.481255102,0.522705142
0.677128632,0.519607134,0.529160791
0.677128632,0.510623879,0.545594417
0.631169822,0.478435411,0.483395972
0.631169822,0.482445168,0.511227694
0.677128632,0.504452678,0.532617182
0.631169822,0.466371574,0.514569247
0.677128632,0.553282829,0.549493198
0.631169822,0.482071366,0.506139331
0.631169822,0.501113082,0.544606212
0.677128632,0.522721121,0.523511141
0.677128632,0.479763691,0.495698728
0.677128632,0.535302507,0.54482358
0.677128632,0.517698029,0.521463065
0.677128632,0.492889846,0.508212402
0.677128632,0.511803,0.518290632
0.677128632,0.496245866,0.517134555
0.563081009,0.491389639,0.511770743
0.522256729,0.495801731,0.521267748
0.522256729,0.499711283,0.519866039
0.522256729,0.530786259,0.520144597
0.677128632,0.460348175,0.473584738
0.487913363,0.492691171,0.513459862
0.603721782,0.486070899,0.497255583
0.677128632,0.512180068,0.523788855
0.677128632,0.48344603,0.511186482
0.522256729,0.528904443,0.521646556
0.522256729,0.510724064,0.531988451
0.610924903,0.505633228,0.518722212
0.677128632,0.503597657,0.518639366
0.610924903,0.501228518,0.500849791
0.610924903,0.481211067,0.485015174
0.610924903,0.503579189,0.502115361
0.677128632,0.47184929,0.485601603
0.610924903,0.520045481,0.509499692
0.610924903,0.5129678,0.524705477
0.610924903,0.49461435,0.533261349
0.610924903,0.508667676,0.526892137
0.610924903,0.487206405,0.489652047
0.610924903,0.523458635,0.522275132
0.610924903,0.511969472,0.511444523
0.610924903,0.482648752,0.479361866
0.522256729,0.495271328,0.487100788
0.522256729,0.538325076,0.519096626
0.610924903,0.491726672,0.519661117
0.522256729,0.497442829,0.50974297
0.610924903,0.500402789,0.525420613
0.522256729,0.519333306,0.538402904
0.610924903,0.54092048,0.498201956
0.522256729,0.528405846,0.511566125
0.610924903,0.507792637,0.541580357
0.494534634,0.522997696,0.516377278
0.632680236,0.517264979,0.510063657
0.632680236,0.507917785,0.534844479
0.632680236,0.477398423,0.50664891
0.632680236,0.476117643,0.473842606
0.561433201,0.500371827,0.487388031
0.632680236,0.458898846,0.499640361
0.632680236,0.522545042,0.524346054
0.457260556,0.492456982,0.469427727
0.632680236,0.503529856,0.508886357
0.632680236,0.467715919,0.483179669
0.632680236,0.492993334,0.520906179
0.561433201,0.543885535,0.543135685
0.632680236,0.495469758,0.511226787
0.561433201,0.533891863,0.533660264
0.632680236,0.515829683,0.541981295
0.561433201,0.539124096,0.520656796
0.632680236,0.511667847,0.523897095
0.632680236,0.468396779,0.508460248
0.632680236,0.479528091,0.518118651
0.561433201,0.475976657,0.502052803
0.522256729,0.473617666,0.497933682
0.46737841,0.486859647,0.506310848
0.632680236,0.503888805,0.497565448
0.522256729,0.478365883,0.509459979
0.632680236,0.509197634,0.520516545
0.522256729,0.504226812,0.489570036
0.632680236,0.513520086,0.532293397
0.632680236,0.519992997,0.519171208
0.522256729,0.526000064,0.542895313
0.522256729,0.481266436,0.49207452
0.522256729,0.53881063,0.51110826
0.632680236,0.540325548,0.578535448
0.522256729,0.523113104,0.505344027
0.632680236,0.501447058,0.502893056
0.522256729,0.501073576,0.49627146
0.563081009,0.512143441,0.496107462
0.563081009,0.513983037,0.508933866
0.563081009,0.530295738,0.554206361
0.606544451,0.510508995,0.50192246
0.563081009,0.516236628,0.532191002
0.563081009,0.504244796,0.531522535
0.606544451,0.486523304,0.514331376
0.563081009,0.559633014,0.537300205
0.606544451,0.489354158,0.514610957
0.563081009,0.544404976,0.533388482
0.606544451,0.523294275,0.523402579
0.563081009,0.488428059,0.519939845
0.563081009,0.498362202,0.511685434
0.606544451,0.500998665,0.522314842
0.606544451,0.490440989,0.51256791
0.563081009,0.493501401,0.503293601
0.563081009,0.510257116,0.51007716
0.606544451,0.509202048,0.498745402
0.563081009,0.499288662,0.495948057
0.606544451,0.544969554,0.537352556
0.606544451,0.534652255,0.523074303
0.563081009,0.502180954,0.500799217
0.563081009,0.49537383,0.505136748
0.563081009,0.534894484,0.556049615
0.563081009,0.517330444,0.500922429
0.563081009,0.477325026,0.506893364
0.563081009,0.51194299,0.519961447
0.563081009,0.515156478,0.526206199
0.563081009,0.563182818,0.56291589
0.563081009,0.521267075,0.535147473
0.563081009,0.574966892,0.528908703
0.563081009,0.548555145,0.541110446
0.563081009,0.489439465,0.502279868
0.563081009,0.514194643,0.496546206
0.563081009,0.542918979,0.521617134
0.467210743,0.536792987,0.548372261
0.467210743,0.516137184,0.509985909
0.516619944,0.505223523,0.530444247
0.677128632,0.521350765,0.52884169
0.677128632,0.524759739,0.531487877
0.677128632,0.485039883,0.51733517
0.677128632,0.496283687,0.513478401
0.677128632,0.503722552,0.544974121
0.631169822,0.49426601,0.525098526
0.631169822,0.528589691,0.53610779
0.631169822,0.512982791,0.51419119
0.631169822,0.523218501,0.549272786
0.631169822,0.475218069,0.505420244
0.631169822,0.477280558,0.518284971
0.677128632,0.484077819,0.503249934
0.677128632,0.477823196,0.510225007
0.677128632,0.481279109,0.510955315
0.610924903,0.503046172,0.500446833
0.610924903,0.498077954,0.498268242
0.677128632,0.534449967,0.547065466
0.677128632,0.517602173,0.536098742
0.677128632,0.516252022,0.531533699
0.556934811,0.478587635,0.509657605
0.610924903,0.489066768,0.515142968
0.610924903,0.516589427,0.520637915
0.610924903,0.492923837,0.527982123
0.677128632,0.505228909,0.550381882
0.522256729,0.515831572,0.49717487
0.522256729,0.49331407,0.500078091
0.522256729,0.544916049,0.533430532
0.677128632,0.474725144,0.510132416
0.522256729,0.511449552,0.529425978
0.576161462,0.548730696,0.532303808
0.643820561,0.487881837,0.519648246
0.610924903,0.523348405,0.557343048
0.610924903,0.504935506,0.510701238
0.610924903,0.529472933,0.557061508
0.610924903,0.503851337,0.49395266
0.610924903,0.492230731,0.486265428
0.610924903,0.499168053,0.522125997
0.610924903,0.522834033,0.516195832
0.504838915,0.511934067,0.508921174
0.576161462,0.516555713,0.499719647
0.610924903,0.501561947,0.501539583
0.610924903,0.491111236,0.490346353
0.610924903,0.496255985,0.494397629
0.610924903,0.476145232,0.50910807
0.610924903,0.503806597,0.519937554
0.522256729,0.511871797,0.523310039
0.522256729,0.492168333,0.522345043
0.522256729,0.541516721,0.524889621
0.522256729,0.53909703,0.528487842
0.522256729,0.494838759,0.505215658
0.522256729,0.5383475,0.543806857
0.522256729,0.490118915,0.514456395
0.522256729,0.4837619,0.503601155
0.522256729,0.516747366,0.499785955
0.576161462,0.506579589,0.521340917
0.576161462,0.498700918,0.513921965
0.576161462,0.511909318,0.537976164
0.582481285,0.511417612,0.539942181
0.610924903,0.480315178,0.478527065
0.610924903,0.527514199,0.557187023
0.610924903,0.508620841,0.506844968
0.610924903,0.510114096,0.53237035
0.610924903,0.529207143,0.521930213
0.610924903,0.505177969,0.500006314
0.610924903,0.463839195,0.503220082
0.610924903,0.490983248,0.529461169
0.610924903,0.512077747,0.53090673
0.610924903,0.489479786,0.502751505
0.610924903,0.495137453,0.511978228
0.703862661,0.541071014,0.557985652
0.610924903,0.480862133,0.494689381
0.610924903,0.514989297,0.529949565
0.610924903,0.494610201,0.495735319
0.610924903,0.453607975,0.490105657
0.561433201,0.488647813,0.493354388
0.610924903,0.513613045,0.516594728
0.610924903,0.487835919,0.507196913
0.610924903,0.50179091,0.501615682
0.610924903,0.474075679,0.510562348
0.610924903,0.51618656,0.522026059
0.610924903,0.531644673,0.521578749
0.610924903,0.490354932,0.485912461
0.610924903,0.495037765,0.520730985
0.610924903,0.505810404,0.50542241
0.522256729,0.48905132,0.499964493
0.606544451,0.488227643,0.520103773
0.522256729,0.567932224,0.548239184
0.606544451,0.498018787,0.502484443
0.522256729,0.534962096,0.520279824
0.606544451,0.474295389,0.50755201
0.522256729,0.510827586,0.534800408
0.606544451,0.502572516,0.505989882
0.522256729,0.551572681,0.525723779
0.606544451,0.495976058,0.51357641
0.606544451,0.509028129,0.520909468
0.606544451,0.524927263,0.514827865
0.522256729,0.536265018,0.528711607
0.606544451,0.515176943,0.545959672
0.522256729,0.495438397,0.49577094
0.606544451,0.480659187,0.504880398
0.522256729,0.540966459,0.538340664
0.606544451,0.488641937,0.505983444
0.522256729,0.52500796,0.528083256
0.606544451,0.515892058,0.507495776
0.522256729,0.512899876,0.530066612
0.522256729,0.508132745,0.513882441
0.606544451,0.473252547,0.556093228
0.561433201,0.489236106,0.512350013
0.606544451,0.494669883,0.550511347
0.606544451,0.498610508,0.524728967
0.509857172,0.527247898,0.536749936
0.522256729,0.535613447,0.539927295
0.522256729,0.545340622,0.535554152
0.522256729,0.553578373,0.539126593
0.563081009,0.524487873,0.506391403
0.563081009,0.517856096,0.526337603
0.563081009,0.494731906,0.526510826
0.563081009,0.520513227,0.529800394
0.563081009,0.522833798,0.513091881
0.563081009,0.510296614,0.527078384
0.563081009,0.506922324,0.509938134
0.563081009,0.500544864,0.504314606
0.563081009,0.555262132,0.529790159
0.563081009,0.501225007,0.508932351
0.528802095,0.471944964,0.504928278
0.604566255,0.488287234,0.496730801
0.512703697,0.485292019,0.50758529
0.541422326,0.491398137,0.501696525
0.512898331,0.490267353,0.472025731
0.677128632,0.467887415,0.486136938
0.677128632,0.486796707,0.51142836
0.677128632,0.504481727,0.536175875
0.677128632,0.493201297,0.496826715
0.677128632,0.462744513,0.468500141
0.677128632,0.465343241,0.474204725
0.590995587,0.501889717,0.508613801
0.677128632,0.492289852,0.499123317
0.677128632,0.518565891,0.52078717
0.677128632,0.508832283,0.517241411
0.677128632,0.511701028,0.521747119
0.677128632,0.495456219,0.524805627
0.610924903,0.472515547,0.508618135
0.677128632,0.498031882,0.528611912
0.610924903,0.500268276,0.509187748
0.677128632,0.505084,0.531855966
0.677128632,0.505289052,0.543477792
0.610924903,0.504736239,0.508700206
0.610924903,0.522114016,0.511344067
0.610924903,0.552052365,0.537178187
0.677128632,0.489036292,0.514138665
0.457422512,0.52277213,0.51768739
0.453703704,0.519221484,0.522533515
0.677128632,0.500719929,0.502310636
0.457422512,0.505227166,0.510946208
0.477498704,0.515355909,0.497926693
0.677128632,0.474152233,0.510049167
0.677128632,0.507626182,0.525863712
0.677128632,0.480659435,0.492260232
0.677128632,0.51655309,0.517835503
0.677128632,0.464750683,0.50655483
0.563675131,0.472020938,0.488248129
0.677128632,0.520297262,0.521101038
0.563675131,0.477854529,0.499673671
0.677128632,0.465163398,0.515070183
0.563675131,0.510581111,0.536224852
0.677128632,0.517820999,0.55130097
0.60677699,0.48150448,0.475395454
0.677128632,0.491147078,0.525413296
0.677128632,0.492719175,0.524176892
0.60677699,0.474781026,0.491828819
0.60677699,0.535178079,0.587181554
0.60677699,0.523172128,0.524494335
0.677128632,0.49565573,0.541543881
0.60677699,0.535456028,0.524530241
0.60677699,0.475961562,0.51805144
0.60677699,0.538774895,0.55264217
0.677128632,0.508004543,0.535980194
0.60677699,0.526868851,0.52469551
0.677128632,0.493965589,0.513242283
0.677128632,0.500386486,0.544160053
0.677128632,0.477637701,0.490541922
0.677128632,0.474340083,0.509858544
0.677128632,0.491638476,0.509131278
0.610924903,0.521041613,0.511209131
0.677128632,0.5133881,0.515176009
0.610924903,0.490323175,0.528403071
0.677128632,0.519707199,0.532740837
0.610924903,0.48835965,0.523026083
0.677128632,0.502888842,0.526394964
0.610924903,0.497640718,0.514101584
0.677128632,0.485997603,0.521989455
0.610924903,0.504800607,0.501610259
0.677128632,0.475701629,0.523888661
0.610924903,0.486539274,0.480113493
0.610924903,0.504734783,0.508940802
0.677128632,0.477450129,0.503390537
0.610924903,0.53836244,0.562255657
0.610924903,0.498324926,0.502631386
0.631103591,0.52423917,0.536620627
0.610924903,0.50014669,0.504664685
0.631103591,0.493806073,0.501101836
0.677128632,0.509324666,0.514509768
0.610924903,0.515014441,0.504481905
0.610924903,0.467697339,0.499125013
0.631103591,0.48144468,0.518083905
0.677128632,0.533201748,0.545583335
0.610924903,0.514009957,0.510334884
0.631103591,0.512540338,0.541066623
0.610924903,0.499198383,0.517950368
0.677128632,0.493874202,0.517074822
0.631103591,0.51354614,0.510683117
0.677128632,0.495034446,0.500317591
0.610924903,0.468511682,0.497292983
0.605702726,0.518414339,0.518212215
0.677128632,0.503930489,0.537554124
0.631103591,0.559597198,0.550632993
0.631103591,0.510569361,0.507368944
0.677128632,0.506985866,0.522291357
0.631103591,0.492588383,0.531015281
0.677128632,0.500947431,0.512452053
0.631103591,0.519953545,0.524185824
0.631103591,0.511245068,0.516697537
0.677128632,0.5171533,0.519919501
0.677128632,0.507273096,0.541823216
0.631103591,0.52975459,0.536270396
0.631103591,0.51053907,0.550725763
0.677128632,0.500131003,0.515507421
0.631103591,0.517347026,0.554524897
0.677128632,0.498341661,0.545562752
0.610924903,0.519972393,0.513185406
0.610924903,0.504915136,0.495162401
0.610924903,0.508876243,0.520275711
0.677128632,0.4978704,0.50752696
0.610924903,0.487143587,0.504484369
0.610924903,0.482950729,0.491189002
0.677128632,0.489369988,0.492974431
0.610924903,0.513767856,0.506891836
0.610924903,0.51700556,0.513540439
0.610924903,0.469409368,0.489460659
0.610924903,0.505687604,0.49690442
0.677128632,0.541220069,0.537329011
0.624746496,0.509081789,0.530894069
0.60677699,0.50177856,0.508662892
0.60677699,0.51445574,0.528143095
0.60677699,0.517891014,0.512411206
0.60677699,0.492224367,0.510840796
0.60677699,0.553336596,0.560781597
0.642277216,0.492970835,0.521963785
0.529382878,0.519836198,0.519982961
0.60677699,0.5359891,0.527602919
0.610924903,0.512788544,0.505562157
0.677128632,0.50026719,0.536543546
0.60677699,0.504663778,0.540442412
0.610924903,0.513611453,0.534261816
0.610924903,0.472285834,0.513559615
0.60677699,0.480512462,0.502260527
0.610924903,0.486057807,0.48493721
0.60677699,0.461128139,0.483211329
0.610924903,0.473648573,0.515253621
0.60677699,0.507624149,0.513011349
0.677128632,0.514224157,0.535858077
0.60677699,0.52100999,0.556308047
0.60677699,0.476507607,0.494534568
0.576161462,0.545769545,0.533321702
0.60677699,0.47731215,0.512852448
0.576161462,0.482670772,0.516496853
0.60677699,0.485261662,0.510432081
0.576161462,0.492501809,0.520957239
0.60677699,0.500785383,0.523697077
0.576161462,0.470774611,0.536940044
0.610924903,0.469835885,0.477307451
0.576161462,0.487023521,0.519578886
0.610924903,0.4982185,0.514043786
0.610924903,0.506926452,0.526711977
0.610924903,0.519226395,0.509000882
0.610924903,0.508505402,0.539492871
0.610924903,0.520146965,0.52410861
0.610924903,0.513915851,0.524328779
0.610924903,0.524022929,0.513529066
0.610924903,0.503848618,0.509332125
0.536601656,0.486411167,0.470252989
0.644039338,0.478493379,0.509556141
0.588461691,0.531466866,0.516000241
0.588461691,0.495596086,0.512781953
0.588461691,0.487847043,0.513782993
0.588461691,0.517692515,0.542183423
0.500759579,0.495658354,0.512361083
0.522493628,0.530701858,0.548065995
0.522493628,0.478427501,0.507891748
0.69757753,0.545815224,0.565684163
0.522493628,0.523718904,0.510586133
0.69757753,0.578426592,0.593735952
0.522493628,0.533323894,0.519172162
0.69757753,0.502732449,0.552502673
0.69757753,0.50875352,0.539105484
0.60677699,0.53135126,0.545195678
0.522493628,0.513732778,0.519999907
0.69757753,0.453917171,0.483729148
0.60677699,0.516477092,0.517102378
0.522493628,0.51813855,0.516836065
0.69757753,0.514906522,0.526468005
0.60677699,0.502126488,0.514637863
0.69757753,0.512095169,0.554905916
0.69757753,0.537859598,0.581688461
0.60677699,0.570120471,0.556086645
0.522493628,0.531824088,0.535348738
0.60677699,0.504198535,0.508766737
0.60677699,0.522475812,0.533486157
0.522493628,0.557269057,0.539398579
0.60677699,0.519536973,0.508860436
0.522493628,0.509516416,0.510777051
0.60677699,0.496235818,0.529781285
0.60677699,0.488768877,0.505218722
0.60677699,0.522278177,0.516296677
0.60677699,0.51444878,0.505250869
0.563081009,0.492816111,0.526699678
0.60677699,0.533791879,0.565741854
0.60677699,0.515091143,0.54665972
0.563081009,0.496549775,0.497306222
0.60677699,0.471208879,0.496351738
0.60677699,0.508524627,0.50465861
0.563081009,0.526626218,0.510398683
0.563081009,0.588097666,0.567574008
0.60677699,0.490398703,0.526087911
0.563081009,0.466139568,0.503540039
0.60677699,0.518976085,0.530081734
0.563081009,0.511245924,0.524429786
0.632437301,0.477289799,0.504037986
0.632437301,0.509248274,0.526444758
0.632437301,0.526708471,0.535693672
0.632437301,0.505229971,0.512463648
0.632437301,0.507094502,0.509820613
0.632437301,0.484113681,0.482523321
0.632437301,0.511231231,0.507975017
0.632437301,0.529228469,0.53778859
0.632437301,0.489083916,0.488376241
0.632437301,0.475977243,0.512982184
0.563675131,0.472417017,0.480361504
0.528607728,0.544925513,0.535738131
0.563675131,0.506024289,0.490513953
0.563675131,0.520005306,0.500194845
0.563675131,0.516067518,0.508716278
0.563675131,0.521427735,0.510941316
0.588461691,0.513400778,0.499968945
0.677128632,0.512560103,0.52713753
0.677128632,0.522414818,0.550234759
0.677128632,0.545207856,0.542723755
0.677128632,0.505995433,0.53479132
0.677128632,0.484334174,0.491789649
0.677128632,0.495496525,0.523774903
0.495645864,0.557622661,0.552793684
0.563675131,0.472579396,0.509384045
0.563675131,0.486012319,0.483592705
0.563675131,0.504275738,0.513557873
0.563675131,0.492976478,0.505971535
0.563675131,0.486915442,0.485667456
0.563675131,0.481352812,0.497486899
0.563675131,0.508698789,0.525423359
